"","date","Address","pcode","County","cost","market","vat","des"
"2610","08/03/2018","12 ST MOCHTAS GREEN, CLONSILLA, DUBLIN 15","Dublin 15","Dublin","288,847.00","No","No","Second-Hand Dwelling house /Apartment"
"2611","08/03/2018","128 THE LIGHTHOUSE, CHURCH RD, EAST WALL DUBLIN 3","Dublin 3","Dublin","295,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2612","08/03/2018","12A DEANSTOWN PARK, FINGLAS WEST, DUBLIN 11","Dublin 11","Dublin","265,567.00","Yes","No","Second-Hand Dwelling house /Apartment"
"2613","08/03/2018","12B DEANSTOWN PARK, FINGLAS, DUBLIN 11","Dublin 11","Dublin","265,567.00","No","No","Second-Hand Dwelling house /Apartment"
"2614","08/03/2018","13 CHERRYFIELD COURT, CLONSILLA, DUBLIN 15","Dublin 15","Dublin","198,613.68","No","No","Second-Hand Dwelling house /Apartment"
"2615","08/03/2018","14 ANNFIELD VIEW, CARPENTERSTOWN RD, CASTLEKNOCK DUBLIN 15","Dublin 15","Dublin","257,500.00","No","No","Second-Hand Dwelling house /Apartment"
"2617","08/03/2018","14 SKELLIGS COURT, BLANCHARDSTOWN","Dublin 15","Dublin","134,981.53","No","No","Second-Hand Dwelling house /Apartment"
"2618","08/03/2018","14A DEANSTOWN PARK, FINGLAS WEST, DUBLIN 11","Dublin 11","Dublin","265,567.00","Yes","No","Second-Hand Dwelling house /Apartment"
"2619","08/03/2018","14B DEANSTOWN PARK, FINGLAS WEST, DUBLIN 11","Dublin 11","Dublin","265,567.00","Yes","No","Second-Hand Dwelling house /Apartment"
"2621","08/03/2018","165 HAZELBURY PARK, PHIBBLESTOWN, DUBLIN 15","Dublin 15","Dublin","344,676.69","No","No","Second-Hand Dwelling house /Apartment"
"2622","08/03/2018","17 NEWBRIDGE AVE, SANDYMOUNT, DUBLIN 4","Dublin 4","Dublin","1,325,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2625","08/03/2018","194 RATHGAR RD, RATHMINES, DUBLIN 6","Dublin 6","Dublin","695,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2626","08/03/2018","2  RAFTER'S GROVE, RAFTER'S  ROAD, CRUMLIN","Dublin 12","Dublin","385,085.13","Yes","No","Second-Hand Dwelling house /Apartment"
"2628","08/03/2018","2 Hampton, Grace Park Road, Drumcondra","Dublin 9","Dublin","665,418.00","No","Yes","New Dwelling house /Apartment"
"2629","08/03/2018","2 HARCOURT LODGE, STEPHEN'S RD, INCHICORE","Dublin 8","Dublin","256,105.97","No","No","Second-Hand Dwelling house /Apartment"
"2631","08/03/2018","20 FORTH RD, EAST WALL, DUBLIN 3","Dublin 3","Dublin","315,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2632","08/03/2018","21 DOOLIN HOUSE, CLARE VILLAGE, CLAREHALL","Dublin 17","Dublin","231,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2633","08/03/2018","22 BAYSIDE SQ EAST, BAYSIDE, SUTTON","Dublin 13","Dublin","485,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2634","08/03/2018","23 FERNLEIGH CLOSE, CARPENTERSTOWN, DUBLIN 15","Dublin 15","Dublin","303,691.26","Yes","No","Second-Hand Dwelling house /Apartment"
"2637","08/03/2018","28 CAIRNWOOD AVE, SPRINGFIELD, TALLAGHT DUBLIN 24","Dublin 24","Dublin","256,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2640","08/03/2018","3 Cuil Duin Walk, Cuil Duin, Citywest","Dublin 24","Dublin","281,938.32","No","Yes","New Dwelling house /Apartment"
"2642","08/03/2018","3 RAFTER'S  GROVE, RAFTER'S  ROAD, CRUMLIN","Dublin 12","Dublin","365,397.25","Yes","No","Second-Hand Dwelling house /Apartment"
"2643","08/03/2018","3 THE GLADE HUNTERS RUN, CLONEE, HUNTERS RUN DUBLIN 15","Dublin 15","Dublin","284,920.38","No","No","Second-Hand Dwelling house /Apartment"
"2644","08/03/2018","30 CHURCHWELL RISE, BELMAYNE, BALGRIFFIN","Dublin 13","Dublin","235,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2645","08/03/2018","31 Bishops Gate, Enniskerry Road, Kilternan","Dublin 18","Dublin","484,581.50","No","Yes","New Dwelling house /Apartment"
"2646","08/03/2018","31 HAYWORTH MEWS, ONGAR, DUBLIN 15","Dublin 15","Dublin","290,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2650","08/03/2018","35 WATERVILLE TERRACE, BLANCHARDSTOWN, DUBLIN 15","Dublin 15","Dublin","205,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2651","08/03/2018","36 Heathfield Walk, Cappagh Road, Finglas","Dublin 11","Dublin","237,444.92","No","Yes","New Dwelling house /Apartment"
"2652","08/03/2018","36 The Close, Citywest Village, Citywest","Dublin 24","Dublin","313,118.94","No","Yes","New Dwelling house /Apartment"
"2653","08/03/2018","39 LEINSTER ST, PHIBSBOROUGH, DUBLIN 7","Dublin 7","Dublin","496,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2654","08/03/2018","4 BROOMFIELD HALL, SHANKILL DUBLIN 18, DUBLIN","Dublin 18","Dublin","250,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2655","08/03/2018","4 CAPTAINS AVE, CRUMLIN, DUBLIN 12","Dublin 12","Dublin","230,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2656","08/03/2018","4 CRUISE PARK HALL, TYRRELSTOWN, DUBLIN 15","Dublin 15","Dublin","194,641.83","No","No","Second-Hand Dwelling house /Apartment"
"2659","08/03/2018","43 The Avenue, Hansfield Wood, Hansfield","Dublin 15","Dublin","343,612.00","No","Yes","New Dwelling house /Apartment"
"2660","08/03/2018","443 KILMAINHAM SQ, INCHICORE RD, KILMAINHAM","Dublin 8","Dublin","460,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2661","08/03/2018","45 GLIN RD, COOLOCK, DUBLIN 17","Dublin 17","Dublin","235,000.00","Yes","No","Second-Hand Dwelling house /Apartment"
"2662","08/03/2018","46 IONA RD, GLASNEVIN, DUBLIN 9","Dublin 9","Dublin","940,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2664","08/03/2018","51 LOWER LEESON ST, DUBLIN 2, DUBLIN","Dublin 2","Dublin","1,500,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2665","08/03/2018","51 The Avenue, Hasfield Wood, Dublin 15","Dublin 15","Dublin","334,801.76","No","Yes","New Dwelling house /Apartment"
"2666","08/03/2018","52 ALDEMERE DR, CLONSILLA, DUBLIN 15","Dublin 15","Dublin","358,813.00","No","No","Second-Hand Dwelling house /Apartment"
"2667","08/03/2018","52 ARDARA AVE, THE DONAHIES, DUBLIN 13","Dublin 13","Dublin","420,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2668","08/03/2018","52 ST JAMESS RD, GREENHILLS, DUBLIN 12","Dublin 12","Dublin","300,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2669","08/03/2018","54 BLOOMFIELD PARK, DONNYBROOK, DUBLIN 4","Dublin 4","Dublin","430,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2670","08/03/2018","54 DUNMORE LAWN, KINGSWOOD LAWN, BALLYMOUNT DUBLIN 24","Dublin 24","Dublin","316,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2671","08/03/2018","56 CONQUER HILL RD, CLONTARF, DUBLIN 3","Dublin 3","Dublin","595,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2672","08/03/2018","58 ORLAGH PARK, KNOCKLYON, DUBLIN 16","Dublin 16","Dublin","520,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2673","08/03/2018","59 Beech House, Baldoyle","Dublin 13","Dublin","158,590.31","No","Yes","New Dwelling house /Apartment"
"2674","08/03/2018","59 WOODLAWN PARK DR, FIRHOUSE, DUBLIN 24","Dublin 24","Dublin","375,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2675","08/03/2018","6 CASSIAN COURT EAST, ROYAL CANAL PARK","Dublin 15","Dublin","247,011.00","No","No","Second-Hand Dwelling house /Apartment"
"2676","08/03/2018","6 Ely Square, Nutgrove Avenue, Rathfarnham","Dublin 14","Dublin","441,409.00","No","Yes","New Dwelling house /Apartment"
"2677","08/03/2018","6 Hampton, Grace Park Road, Drumondra","Dublin 9","Dublin","748,899.00","No","Yes","New Dwelling house /Apartment"
"2678","08/03/2018","6 TYMON CLOSE, OLD BAWN ESTATE, TALLAGHT DUBLIN 24","Dublin 24","Dublin","212,500.00","Yes","No","Second-Hand Dwelling house /Apartment"
"2679","08/03/2018","63 DEERPARK PLACE, KILTIPPER WAY, TALLAGHT","Dublin 24","Dublin","238,131.63","No","No","Second-Hand Dwelling house /Apartment"
"2680","08/03/2018","63 DUFFERIN AVE, SOUTH CIRCULAR RD, DUBLIN 8","Dublin 8","Dublin","590,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2681","08/03/2018","7 Hollywoodrath Park, Hollystown, Dublin 15","Dublin 15","Dublin","289,823.01","No","Yes","New Dwelling house /Apartment"
"2682","08/03/2018","7 VIKING COURT, MEATH PLACE, DUBLIN 8","Dublin 8","Dublin","250,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2683","08/03/2018","74 FISHERMANS WHARF, THORNCASTLE ST, RINGSEND DUBLIN 4","Dublin 4","Dublin","327,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2685","08/03/2018","80 THE MALTHOUSE, MARROWBONE LANE, DUBLIN 8","Dublin 8","Dublin","210,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2688","08/03/2018","89 KILLINARDEN HEIGHTS, TALLAGHT, DUBLIN 24","Dublin 24","Dublin","220,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2690","08/03/2018","9 ST CANICES COURT, CAPPAGH GREEN, FINGLAS DUBLIN 11","Dublin 11","Dublin","114,227.22","No","No","Second-Hand Dwelling house /Apartment"
"2691","08/03/2018","95 AVONDALE PK, DUBLIN 5, DUBLIN","Dublin 5","Dublin","440,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2692","08/03/2018","95 HAMPTON COURT, CLONTARF, DUBLIN 3","Dublin 3","Dublin","808,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2695","09/03/2018","1 Dodderbrook Terrace, Oldcourt Road, Ballycullen","Dublin 24","Dublin","200,166.48","No","Yes","New Dwelling house /Apartment"
"2698","09/03/2018","1 THE ELMS, CHURCH ST, FINGLAS DUBLIN 11","Dublin 11","Dublin","600,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2699","09/03/2018","10 CASTLE VERNON AVENUE, DOLLYMOUNT","Dublin 3","Dublin","806,167.39","No","Yes","New Dwelling house /Apartment"
"2700","09/03/2018","10 GLENLYON CRESCENT, KNOCKLYOH, DUBLIN 16","Dublin 16","Dublin","425,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2701","09/03/2018","10 ORCHARD LODGE, WATERY LANE, CLONDALKIN DUBLIN 22","Dublin 22","Dublin","170,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2702","09/03/2018","10 ST KEVINS PARADE, SOURTH CIRCULAR ROAD, DUBLIN","Dublin 8","Dublin","349,559.64","No","No","Second-Hand Dwelling house /Apartment"
"2703","09/03/2018","10 WILLOW PARK GROVE, BALLYMUN, DUBLIN 11","Dublin 11","Dublin","475,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2704","09/03/2018","106 Ash House, Silverbanks, The Coast","Dublin 13","Dublin","158,590.00","No","Yes","New Dwelling house /Apartment"
"2705","09/03/2018","107 ST DECLANS RD, MARINO, DUBLIN 3","Dublin 3","Dublin","550,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2707","09/03/2018","11 Dodderbrook Terrace, Oldcourt Road, Ballycullen","Dublin 24","Dublin","207,962.74","No","Yes","New Dwelling house /Apartment"
"2709","09/03/2018","11 ROEBUCK CASTLE, CLONSKEAGH, DUBLIN 14","Dublin 14","Dublin","510,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2710","09/03/2018","112 LISMORE RD, KIMMAGE, DUBLIN 12","Dublin 12","Dublin","328,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2713","09/03/2018","12 ORCHARD LODGE, WATERY LANE, CLONDALKIN DUBLIN 22","Dublin 22","Dublin","170,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2714","09/03/2018","12 SANDYFORD DOWNS, SANDYFORD, DUBLIN 18","Dublin 18","Dublin","480,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2715","09/03/2018","12 WOODBROOK HALL, CASTLEKNOCK, DUBLIN 15","Dublin 15","Dublin","225,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2718","09/03/2018","13 Dodderbrook Terrace, Oldcourt Road, Ballycullen","Dublin 24","Dublin","207,962.74","No","Yes","New Dwelling house /Apartment"
"2719","09/03/2018","13 ORCHARD LODGE, WATERY LANE, CLONDALKIN DUBLIN 22","Dublin 22","Dublin","170,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2720","09/03/2018","14 Dodderbrook Terrace, Oldcourt Terrace, Ballycullen","Dublin 24","Dublin","207,961.86","No","Yes","New Dwelling house /Apartment"
"2721","09/03/2018","14 Elder Heath Drive, Kiltipper Road","Dublin 24","Dublin","255,507.00","No","Yes","New Dwelling house /Apartment"
"2723","09/03/2018","14 ORCHARD LODGE, WATERY LANE, CLONDALKIN DUBLIN 22","Dublin 22","Dublin","200,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2724","09/03/2018","15 Dodderbrook Avenue, Old Court Road, Ballycullen","Dublin 24","Dublin","200,166.48","No","Yes","New Dwelling house /Apartment"
"2725","09/03/2018","15 Dodderbrook Terrace, Oldcourt Road, Ballycullen","Dublin 24","Dublin","200,166.48","No","Yes","New Dwelling house /Apartment"
"2726","09/03/2018","15 Hollywoodrath Road, Hollystown, Dublin 15","Dublin 15","Dublin","365,639.00","No","Yes","New Dwelling house /Apartment"
"2727","09/03/2018","15 ORCHARD LODGE, WATERY LANE, CLONDALKIN DUBLIN 22","Dublin 22","Dublin","170,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2729","09/03/2018","16 DRUMMOND PLACE, HAROLDS CROSS, DUBLIN 6","Dublin 6","Dublin","365,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2730","09/03/2018","16 ORCHARD LODGE, WATERY LANE, CLONDALKIN DUBLIN 22","Dublin 22","Dublin","170,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2731","09/03/2018","17 CARNEW ST, STONEYBATTER, DUBLIN 7","Dublin 7","Dublin","420,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2732","09/03/2018","17 Dodderbrook Avenue, Oldcourt Road, Ballycullen","Dublin 24","Dublin","200,166.48","No","Yes","New Dwelling house /Apartment"
"2734","09/03/2018","187 MELLOWS RD, FINGLAS WEST, DUBLIN 11","Dublin 11","Dublin","210,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2735","09/03/2018","19 BURGAGE GREEN, NEWCASTLE LYONS, NEWCASTLE","Dublin 22","Dublin","227,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2736","09/03/2018","2 CRINKEN VILLAS, SHANKILL, CO DUBLIN","Dublin 18","Dublin","350,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2737","09/03/2018","2 Dodderbrook Terrace, Oldcourt Road, Ballycullen","Dublin 24","Dublin","200,165.60","No","Yes","New Dwelling house /Apartment"
"2739","09/03/2018","2 OLD BAWN PARK, TALLAGHT, DUBLIN","Dublin 24","Dublin","385,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2740","09/03/2018","2 ORCHARD LODGE, WATERY LANE, CLONDALKIN DUBLIN 22","Dublin 22","Dublin","165,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2741","09/03/2018","2 RIVER COURT, INCHICORE, DUBLIN 8","Dublin 8","Dublin","190,000.00","Yes","No","Second-Hand Dwelling house /Apartment"
"2742","09/03/2018","2 ST MOCHTAS VALE, CLONSILLA, DUBLIN 15","Dublin 15","Dublin","293,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2744","09/03/2018","217 THE ASGARD, CUSTOM HOUSE HARBOUR, DUBLIN 1","Dublin 1","Dublin","406,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2745","09/03/2018","22 Dodderbrook Drive, Oldcourt Road, Ballycullen","Dublin 24","Dublin","200,166.48","No","Yes","New Dwelling house /Apartment"
"2746","09/03/2018","22 LOMBARD ST WEST, DUBLIN 8","Dublin 8","Dublin","630,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2748","09/03/2018","24 LOURDES RD, MARYLAND, DUBLIN 8","Dublin 8","Dublin","260,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2749","09/03/2018","25 FAIRFIELD AVENUE, EAST WALL, DUBLIN 3","Dublin 3","Dublin","381,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2750","09/03/2018","25 ORCHARD LODGE, WATERY LANE, CLONDALKIN DUBLIN 22","Dublin 22","Dublin","160,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2751","09/03/2018","26 ORCHARD LODGE, WATERY LANE, CLONDALKIN DUBLIN 22","Dublin 22","Dublin","160,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2754","09/03/2018","29 TEMPLE VIEW PARK, CLARE HALL, DUBLIN 13","Dublin 13","Dublin","335,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2755","09/03/2018","3 Dodderbrook Terrace, Oldcourt Road, Ballycullen","Dublin 24","Dublin","207,962.74","No","Yes","New Dwelling house /Apartment"
"2756","09/03/2018","3 GALLERY QUAY, MACKEN ST, DUBLIN 2","Dublin 2","Dublin","400,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2757","09/03/2018","3 ORCHARD LODGE, WATERY LANE, CLONDALKIN DUBLIN 22","Dublin 22","Dublin","165,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2758","09/03/2018","3 PLUNKETT AVE, DUBLIN 11, DUBLIN","Dublin 11","Dublin","215,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2759","09/03/2018","31 ORCHARD LODGE, WATERY LANE, CLONDALKIN DUBLIN 22","Dublin 22","Dublin","200,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2760","09/03/2018","32 ORCHARD LODGE, WATERY LANE, CLONDALKIN DUBLIN 22","Dublin 22","Dublin","170,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2761","09/03/2018","33 ORCHARD LODGE, WATERY LANE, CLONDALKIN DUBLIN 22","Dublin 22","Dublin","170,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2762","09/03/2018","35 NEWCASTLE MANOR SQ, NEWCASTLE, DUBLIN","Dublin 22","Dublin","243,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2764","09/03/2018","36 THE PADDOCK, NAVAN RD, DUBLIN 7","Dublin 7","Dublin","482,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2766","09/03/2018","38 ORCHARD LODGE, WATERY LANE, CLONDALKIN DUBLIN 22","Dublin 22","Dublin","170,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2769","09/03/2018","39 ORCHARD LODGE, WATERY LANE, CLONDALKIN DUBLIN 22","Dublin 22","Dublin","170,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2770","09/03/2018","4 Dodderbrook Terrace, Oldcourt Road, Ballycullen","Dublin 24","Dublin","207,961.86","No","Yes","New Dwelling house /Apartment"
"2771","09/03/2018","4 MILLRACE PARK, SAGGART, COUNTY DUBLIN","Dublin 24","Dublin","269,293.23","No","No","Second-Hand Dwelling house /Apartment"
"2772","09/03/2018","4 ORCHARD LODGE, WATERY LANE, CLONDALKIN DUBLIN 22","Dublin 22","Dublin","135,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2774","09/03/2018","4 STRAND RD, PORTMARNOCK, DUBLIN","Dublin 13","Dublin","660,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2776","09/03/2018","42  The Close, Citywest Village, Citywest","Dublin 24","Dublin","279,735.68","No","Yes","New Dwelling house /Apartment"
"2777","09/03/2018","44 ORCHARD LODGE, WATERY LANE, CLONDALKIN DUBLIN 22","Dublin 22","Dublin","170,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2778","09/03/2018","45 ORCHARD LODGE, WATERY LANE, CLONDALKIN DUBLIN 22","Dublin 22","Dublin","170,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2780","09/03/2018","46 MILLFIELD, THE LINKS, STATION RD","Dublin 13","Dublin","255,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2782","09/03/2018","49 CANON HALL, CHURCH ST EAST, DUBLIN 3","Dublin 3","Dublin","286,343.61","No","No","Second-Hand Dwelling house /Apartment"
"2783","09/03/2018","5 ARD RIGH RD, STONEYBATTER, DUBLIN 7","Dublin 7","Dublin","395,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2784","09/03/2018","5 Dodderbrook Terrace, Oldcourt Road, Ballycullen","Dublin 24","Dublin","207,962.74","No","Yes","New Dwelling house /Apartment"
"2786","09/03/2018","5 LEIN PARK, HARMONSTOWN, DUBLIN 5","Dublin 5","Dublin","254,582.44","No","No","Second-Hand Dwelling house /Apartment"
"2788","09/03/2018","5 THE SWIFT, TASSAGARD GREEN, SAGGART","Dublin 24","Dublin","225,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2789","09/03/2018","50 Sycamore House  Silverbanks, The Coast  Baldoyle","Dublin 13","Dublin","245,374.00","No","Yes","New Dwelling house /Apartment"
"2790","09/03/2018","6 BEAU PARK ROW, CLONGRIFFIN, DUBLIN 13","Dublin 13","Dublin","331,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2791","09/03/2018","67 FOXROCK PARK, FOXROCK, DUBLIN","Dublin 18","Dublin","695,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2792","09/03/2018","7 BRIGHTON GREEN, RATHGAR, DUBLIN 6","Dublin 6","Dublin","557,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2793","09/03/2018","7 Dodderbrook Terrace, Oldcourt Road, Ballycullen","Dublin 24","Dublin","209,047.39","No","Yes","New Dwelling house /Apartment"
"2794","09/03/2018","76 FOXFIELD RD, RAHENY, DUBLIN 5","Dublin 5","Dublin","680,000.00","No","No","Second-Hand Dwelling house /Apartment"
"2795","09/03/2018","7A LUTTRELLSTOWN COURT, CASTLEKNOCK, DUBLIN 15","Dublin 15","Dublin","559,000.00","No","No","Second-Hand Dwelling house /Apartment"
